TotalClaims
1361.40350877193
6140.35087719298
1403.50877192982
16121.24561403508
750.649122807018
43859.649122807
22874.59771929822
6140.35087719298
19758.8157894737
771.929824561404
3529.68421052632
6140.35087719298
750.649122807018
37007.184210526306
11535.7368421053
5247.894736842103
26709.008771929803
1087.41228070175
6140.35087719298
3070.17543859649
19271.0526315789
61313.798245614016
45586.84210526314
394.736842105263
17955.2631578947
1507.894736842105
6140.35087719298
33736.14035087718
1026.31578947368
1860.0
20625.4385964912
43859.649122807
43859.649122807
771.929824561404
40360.254385964894
1938.59649122807
77213.6403508772
1052.63157894737
6140.35087719298
66204.71052631583
59407.5614035088
6140.35087719298
85967.54385964881
44736.84210526314
3508.77192982456
850.0
4452.76315789474
1150.0
14342.1052631579
771.929824561404
22772.543859649126
7277.70175438596
21902.63157894738
21731.991228070223
22341.2280701754
614.035087719298
1300.0
62353.5087719298
43859.649122807
20193.47368421058
850.0
1008.77192982456
35648.4473684211
32005.04385964908
21111.26315789473
27613.01754385965
55304.7280701754
43859.649122807
800.0
6140.35087719298
29881.5789473684
815.78947368421
17688.938596491276
56913.052631578896
6140.35087719298
17590.64912280704
2550.0
24683.6578947368
3070.17543859649
850.0
23916.219298245644
157520.35964912252
27438.5964912281
156685.84210526303
80246.97491228067
43859.649122807
76639.47368421055
16481.254385965025
2202.93859649123
37568.6315789474
42483.5614035088
7090.55
112999.122807018
16443.105263157904
6140.35087719298
750.649122807018
40875.78070175435
6140.35087719298
6140.35087719298
34342.9912280702
750.649122807018
43859.649122807
771.929824561404
26288.5964912281
850.0
3508.77192982456
4050.0
355.263157894737
194350.210526316
25580.4122807018
11878.105263157904
64687.62280701755
6140.35087719298
26654.184210526313
1300.0
657.894736842105
2204.87719298246
42064.0350877193
6140.35087719298
263.157894736842
33757.33333333335
5824.9210526316
26315.7894736842
70268.79824561407
44079.4
42145.552631578896
25438.5964912281
12094.0
2695.49122807018
51226.78070175442
877.19298245614
4184.37719298246
815.78947368421
6140.35087719298
55585.59649122803
750.649122807018
40183.9122807018
1284.0
1377.19298245614
33367.85087719298
1243.85087719298
19079.5526315789
833.333333333334
53368.91228070176
94708.68421052628
44787.4385964912
1300.0
6140.35087719298
33951.05263157895
3508.77192982456
12815.4736842105
1140.35087719298
750.649122807018
16836.9912280702
3947.36842105263
139.043859649123
1650.0
750.649122807018
1806.12280701754
1950.0
1140.35087719298
1008.77192982456
17692.1052631579
109271.052631579
123782.859649123
13157.8947368421
6140.35087719298
10549.06140350882
11236.4298245614
