TotalPremium,PolicyAge,PremiumPerClaim,IsHighRiskProvince,Province_encoded,Gender_encoded,VehicleType_encoded,make_encoded
872.188245614035,1.084931506849315,0.028585878265820545,0,2,2,4,0
0.0,0.7479452054794521,0.0,1,3,2,4,24
769.669210526316,0.5808219178082191,0.006705537747115481,1,3,2,4,24
283.162894736842,0.6657534246575343,0.004764307493296952,0,2,2,4,24
74.561403508771,0.33424657534246577,0.012142857123081486,1,3,2,4,24
21.929824561403,0.4958904109589041,0.0028614071676394738,0,0,2,3,27
21.929824561403,0.6657534246575343,0.02921448064476865,0,6,2,4,24
74.561403508771,0.08493150684931507,0.016999999961239794,0,2,2,4,24
21.929824561403,0.25205479452054796,0.01666666653999962,0,5,2,4,24
0.0,0.6657534246575343,0.0,0,6,2,4,24
831.559210526316,0.16712328767123288,0.029197907053807138,1,3,2,4,24
53.258145363408,0.4958904109589041,0.008673469373629656,0,0,2,4,24
346.08798245614,0.16712328767123288,1.5781611280358516,0,2,2,4,24
458.31947368421,0.33424657534246577,0.005759372849091298,0,2,2,4,24
74.561403508771,0.5808219178082191,0.012142857123081486,0,2,2,4,24
74.561403508771,0.16712328767123288,0.08499999903099897,0,2,2,4,24
74.561403508771,0.6657534246575343,0.012142857123081486,0,2,2,4,24
488.98896434635,0.5808219178082191,0.022011691940864338,0,2,2,4,24
380.135,0.915068493150685,0.02307799101795259,0,2,2,4,24
21.929824561403,0.4958904109589041,0.019069412496268586,0,2,2,4,24
643.723771929825,0.4958904109589041,0.02189767270960232,0,2,2,4,24
370.808596491228,0.4191780821917808,0.011039702485937249,0,2,2,4,24
74.561403508771,0.16712328767123288,0.056666666235999315,0,6,2,4,24
390.068157894737,0.4958904109589041,0.012658061481801848,0,2,2,4,24
21.929824561403,0.6657534246575343,0.0057710064483402455,0,6,2,4,24
0.0,0.915068493150685,0.0,0,2,2,4,24
74.561403508771,0.5808219178082191,0.027217419048901775,0,8,2,4,24
74.561403508771,0.8328767123287671,0.01545454542251221,0,5,2,4,24
21.929824561403,0.16712328767123288,0.02499999971499943,0,2,2,4,24
346.023255012532,1.4958904109589042,0.07323923317477894,0,8,2,4,24
407.282719298246,0.08493150684931507,0.02304965305242493,0,6,2,4,12
74.561403508771,0.8328767123287671,0.02428571420661195,0,8,2,4,24
323.614736842105,0.6657534246575343,0.009912163139444931,0,2,2,4,24
21.929824561403,0.08493150684931507,0.04127183202281599,0,8,2,4,24
302.152807017544,0.25205479452054796,0.012330290974832285,0,6,2,4,24
15.78947368421,1.0,0.010663507036987844,0,6,1,4,24
21.929824561403,0.08493150684931507,0.05555555414814692,0,6,2,4,24
774.670701754386,1.0,1.0685112980265834,0,2,2,4,0
21.929824561403,0.6657534246575343,0.01686909568670157,0,6,2,4,24
